caseId,category,format,family,formatKey,inputPath,caseFolderPath,status,baselineWon,winnerAccepted,winnerKind,winnerStrategyLabel,baselineAggregate,winnerAggregate,delta,baselineConfidence,winnerConfidence,winnerConfidenceDelta,reviewPriority,whyReview,shortSummary,topTags,topRejectionReasons,dominantTags,dominantPenalties,issueCodes,structuralStatus,verdict,score,bestRejectedCandidateKind,bestRejectedCandidateId,bestRejectedCandidateStrategy,bestRejectedCandidateAggregate,bestRejectedCandidateDelta,bestRejectedCandidateConfidence,bestRejectedCandidateRejectionReasons,bestRejectedCandidatePrimaryBlocker,bestRejectedCandidateOnlyBlockedByOneGate,bestRejectedCandidateWouldBeatBaseline,bestRejectedCandidateWouldImproveConfidence,hasPositiveRejectedCandidate,hasSingleGateBlockedCandidate,blockedByRolePlacement,blockedByLegacySafety,blockedByNoNetGain,blockedBySpacing,blockedByAggregateBelowBaseline,needsHumanAttention,humanVerdictPresent,fixedVsBaseline,humanAcceptedWinner,machineHumanAgreement,agreementType,reportPath,telemetryPath,calibrationPath,winnerPath,baselinePath,notesPath,previewBaselinePath,previewWinnerPath
"sq-spacing-cramped-png","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-cramped-png\notes.json","",""
"sq-spacing-overflow-airy","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-airy\notes.json","",""
"sq-spacing-overflow-png","spacing","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\spacing\square\sq-spacing-overflow-png\notes.json","",""
"sq-structure-centered-minimal-png","structure","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-centered-minimal-png\notes.json","",""
"sq-structure-illustration-focus-png","structure","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-illustration-focus-png\notes.json","",""
"sq-structure-split-grid-png","structure","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-split-grid-png\notes.json","",""
"sq-structure-thumbnail-collapse","structure","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\structure\square\sq-structure-thumbnail-collapse\notes.json","",""
"sq-text-dominant-overlay-png","text_priority","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-overlay-png\notes.json","",""
"sq-text-dominant-scene-png","text_priority","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\text_priority\square\sq-text-dominant-scene-png\notes.json","",""
"sq-visual-chaotic-abstract-png","visual_style","square","display","social-square","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\input.png","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png","success","true","false","local-structural-repair","current","50","50","0","0","0","0","urgent-review","Baseline retained despite available repair candidates","Baseline retained; candidates were blocked by no-net-gain or failed to deliver a safe net gain.","insufficient-breathing-room|structural-drift","no-net-gain|role-placement-out-of-zone|aggregate-below-baseline|legacy-safety-rejection","insufficient-breathing-room|structural-drift","weak-balance|insufficient-net-gain","structural-minimum-spacing|violates-image-footprint-rule|violates-allowed-zone|structural-role-placement","invalid","Poor","0","validated-run-autofix","validated-run-autofix:validated-run-autofix:{""title"":{""x"":8,""y"":57.4,""w"":42.6,""h"":27.8,""fontSize"":92,""maxLines"":3,""charsPerLine"":21},""subtitle"":{""x"":6.7,""y"":57.4,""w"":34.7,""h"":27.8,""fontSize"":30,""opacity"":0.9},""cta"":{""x"":8,""y"":87.3,""w"":20,""h"":6},""badge"":{""x"":77.6,""y"":16.7,""w"":12,""h"":5,""opacity"":0},""logo"":{""x"":6.7,""y"":6.7,""w"":11.5,""h"":5},""image"":{""x"":62,""y"":13,""w"":30,""h"":34,""opacity"":0,""fit"":""""}}","validated-run-autofix","50","0","0","legacy-safety-rejection|role-placement-out-of-zone|no-net-gain","role-placement-out-of-zone","false","false","false","false","false","true","true","true","false","false","true","false","","","","","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\report.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\telemetry.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\calibration.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\winner.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\baseline.json","C:\Users\Fedelesh_dm\mvp\dataset\_cases\visual_style\square\sq-visual-chaotic-abstract-png\notes.json","",""
